code,category_no,category,subcategory_no,subcategory,service,note,requires_health_check,health_check_reason,duration_default,duration_min,duration_max,price
3.1.5,3,"SPA, обертывания и уходы за телом",3.1,Обертывания,Медовое обертывание,,false,,,,,
3.1.6,3,"SPA, обертывания и уходы за телом",3.1,Обертывания,Глиняное обертывание,,false,,,,,
3.1.7,3,"SPA, обертывания и уходы за телом",3.1,Обертывания,Грязевое обертывание,,false,,,,,
3.1.8,3,"SPA, обертывания и уходы за телом",3.1,Обертывания,Минеральное обертывание,,false,,,,,
3.1.9,3,"SPA, обертывания и уходы за телом",3.1,Обертывания,Детокс-обертывание,,false,,,,,
3.1.10,3,"SPA, обертывания и уходы за телом",3.1,Обертывания,Холодное обертывание,,false,,,,,
3.1.11,3,"SPA, обертывания и уходы за телом",3.1,Обертывания,Горячее обертывание,,false,,,,,
3.1.12,3,"SPA, обертывания и уходы за телом",3.1,Обертывания,Термообертывание,,false,,,,,
3.1.13,3,"SPA, обертывания и уходы за телом",3.1,Обертывания,Обертывание для упругости кожи,,false,,,,,
3.1.14,3,"SPA, обертывания и уходы за телом",3.1,Обертывания,Обертывание против отеков,,false,,,,,
3.1.15,3,"SPA, обертывания и уходы за телом",3.1,Обертывания,Обертывание для живота,,false,,,,,
3.1.16,3,"SPA, обертывания и уходы за телом",3.1,Обертывания,Обертывание для ног,,false,,,,,
3.1.17,3,"SPA, обертывания и уходы за телом",3.1,Обертывания,Обертывание для бедер и ягодиц,,false,,,,,
3.1.18,3,"SPA, обертывания и уходы за телом",3.1,Обертывания,Обертывание после массажа,,false,,,,,
3.1.19,3,"SPA, обертывания и уходы за телом",3.1,Обертывания,Обертывание + прессотерапия,,false,,,,,
3.1.20,3,"SPA, обертывания и уходы за телом",3.1,Обертывания,Обертывание + VelaShape,,false,,,,,
3.1.21,3,"SPA, обертывания и уходы за телом",3.1,Обертывания,Пеленание тела,,false,,,,,
3.2.1,3,"SPA, обертывания и уходы за телом",3.2,"Скрабы, пилинги и уходы за телом",Скрабирование тела,,false,,,,,
3.2.2,3,"SPA, обертывания и уходы за телом",3.2,"Скрабы, пилинги и уходы за телом",Пилинг тела,,false,,,,,
3.2.3,3,"SPA, обертывания и уходы за телом",3.2,"Скрабы, пилинги и уходы за телом",Солевой пилинг тела,,false,,,,,
3.2.4,3,"SPA, обертывания и уходы за телом",3.2,"Скрабы, пилинги и уходы за телом",Сахарный скраб тела,,false,,,,,
3.2.5,3,"SPA, обертывания и уходы за телом",3.2,"Скрабы, пилинги и уходы за телом",Кофейный скраб тела,,false,,,,,
3.2.6,3,"SPA, обертывания и уходы за телом",3.2,"Скрабы, пилинги и уходы за телом",Энзимный пилинг тела,,false,,,,,
3.2.7,3,"SPA, обертывания и уходы за телом",3.2,"Скрабы, пилинги и уходы за телом",Увлажнение тела,,false,,,,,
3.2.8,3,"SPA, обертывания и уходы за телом",3.2,"Скрабы, пилинги и уходы за телом",Питание кожи тела,,false,,,,,
3.2.9,3,"SPA, обертывания и уходы за телом",3.2,"Скрабы, пилинги и уходы за телом",Уход для сухой кожи тела,,false,,,,,
3.2.10,3,"SPA, обертывания и уходы за телом",3.2,"Скрабы, пилинги и уходы за телом",Уход после загара,,false,,,,,
3.2.11,3,"SPA, обертывания и уходы за телом",3.2,"Скрабы, пилинги и уходы за телом",Уход для упругости кожи,,false,,,,,
3.2.12,3,"SPA, обертывания и уходы за телом",3.2,"Скрабы, пилинги и уходы за телом",Уход для зоны декольте,,false,,,,,
3.2.13,3,"SPA, обертывания и уходы за телом",3.2,"Скрабы, пилинги и уходы за телом",Уход для рук,,false,,,,,
3.2.14,3,"SPA, обертывания и уходы за телом",3.2,"Скрабы, пилинги и уходы за телом",Уход для ног,,false,,,,,
